1118,2,tensor(3),{13: 0.005435, 25: 0.010638, 15: 0.267185, 1: 1.0, 16: 0.376747, 29: 1.0, 21: 1.0, 4: 1.0, 0: 1.0, 20: 1.0, 23: 1.0, 14: 1.0, 7: 0.329308, 24: 0.361801, 17: 1.0, 28: 1.0, 31: 1.0, 3: 1.0, 5: 0.986842, 30: 0.848684, 19: 0.850345, 26: 0.03887, 12: 0.038183},117000,tensor([ 0.0066, -0.0715,  0.0736,  ...,  0.0490, -0.0561,  0.0157])
1138,2,tensor(3),{13: 0.005435, 25: 0.010638, 15: 0.267185, 1: 1.0, 16: 0.376747, 29: 1.0, 21: 1.0, 4: 1.0, 0: 1.0, 20: 1.0, 23: 1.0, 14: 1.0, 7: 0.329308, 24: 0.361801, 17: 1.0, 28: 1.0, 31: 1.0, 3: 1.0, 5: 0.986842, 30: 0.848684, 19: 0.850345, 26: 0.03887, 12: 0.922295},117000,tensor([ 0.0066, -0.0715,  0.0736,  ...,  0.0490, -0.0561,  0.0157])
1158,2,tensor(3),{13: 0.005435, 25: 0.010638, 15: 0.267185, 1: 1.0, 16: 0.376747, 29: 1.0, 21: 1.0, 4: 1.0, 0: 1.0, 20: 1.0, 23: 1.0, 14: 1.0, 7: 0.329308, 24: 0.361801, 17: 1.0, 28: 1.0, 31: 1.0, 3: 1.0, 5: 0.986842, 30: 0.848684, 19: 0.850345, 26: 0.03887, 12: 0.948684, 9: 0.0},117000,tensor([ 0.0066, -0.0715,  0.0736,  ...,  0.0490, -0.0561,  0.0157])
1178,2,tensor(3),{13: 0.005435, 25: 0.010638, 15: 0.267185, 1: 1.0, 16: 0.376747, 29: 1.0, 21: 1.0, 4: 1.0, 0: 1.0, 20: 1.0, 23: 1.0, 14: 1.0, 7: 0.329308, 24: 0.361801, 17: 1.0, 28: 1.0, 31: 1.0, 3: 1.0, 5: 0.986842, 30: 0.848684, 19: 0.850345, 26: 0.03887, 12: 0.948684, 9: 0.920322},117000,tensor([ 0.0066, -0.0715,  0.0736,  ...,  0.0490, -0.0561,  0.0157])
1198,1,tensor(5),{13: 0.005435, 25: 0.010638, 15: 0.267185, 1: 1.0, 16: 0.376747, 29: 1.0, 21: 1.0, 4: 1.0, 0: 1.0, 20: 1.0, 23: 1.0, 14: 1.0, 7: 0.329308, 24: 0.361801, 17: 1.0, 28: 1.0, 31: 1.0, 3: 1.0, 5: 1.0, 30: 0.848684, 19: 0.850345, 26: 0.03887, 12: 0.948684, 9: 1.0},117000,tensor([-0.0090, -0.0561,  0.0640,  ...,  0.0505, -0.0661,  0.0135])
1218,1,tensor(5),{13: 0.005435, 25: 0.010638, 15: 0.267185, 1: 1.0, 16: 0.376747, 29: 1.0, 21: 1.0, 4: 1.0, 0: 1.0, 20: 1.0, 23: 1.0, 14: 1.0, 7: 0.329308, 24: 0.361801, 17: 1.0, 28: 1.0, 31: 1.0, 3: 1.0, 5: 1.0, 30: 0.848684, 19: 0.850345, 26: 0.03887, 12: 0.948684, 9: 0.960526, 2: 0.772368},117000,tensor([-0.0090, -0.0561,  0.0640,  ...,  0.0505, -0.0661,  0.0135])
1238,1,tensor(5),{13: 0.005435, 25: 0.010638, 15: 0.267185, 1: 1.0, 16: 0.376747, 29: 1.0, 21: 1.0, 4: 1.0, 0: 1.0, 20: 1.0, 23: 1.0, 14: 1.0, 7: 0.329308, 24: 0.361801, 17: 1.0, 28: 1.0, 31: 1.0, 3: 1.0, 5: 1.0, 30: 0.848684, 19: 0.850345, 26: 0.03887, 12: 0.948684, 9: 0.960526, 2: 0.986842},117000,tensor([-0.0090, -0.0561,  0.0640,  ...,  0.0505, -0.0661,  0.0135])
1258,1,tensor(5),{13: 0.005435, 25: 0.010638, 15: 0.267185, 1: 1.0, 16: 0.376747, 29: 1.0, 21: 1.0, 4: 1.0, 0: 1.0, 20: 1.0, 23: 1.0, 14: 1.0, 7: 0.329308, 24: 0.361801, 17: 1.0, 28: 1.0, 31: 1.0, 3: 1.0, 5: 1.0, 30: 0.848684, 19: 0.850345, 26: 0.03887, 12: 0.948684, 9: 0.960526, 2: 0.973684, 11: 0.0},117000,tensor([-0.0090, -0.0561,  0.0640,  ...,  0.0505, -0.0661,  0.0135])
1277,1,tensor(5),{13: 0.005435, 25: 0.010638, 15: 0.267185, 1: 1.0, 16: 0.376747, 29: 1.0, 21: 1.0, 4: 1.0, 0: 1.0, 20: 1.0, 23: 1.0, 14: 1.0, 7: 0.329308, 24: 0.361801, 17: 1.0, 28: 1.0, 31: 1.0, 3: 1.0, 5: 1.0, 30: 0.848684, 19: 0.850345, 26: 0.03887, 12: 0.948684, 9: 0.960526, 2: 0.973684, 11: 0.755556},117000,tensor([-0.0090, -0.0561,  0.0640,  ...,  0.0505, -0.0661,  0.0135])
1296,2,tensor(30),{13: 0.005435, 25: 0.010638, 15: 0.267185, 1: 1.0, 16: 0.376747, 29: 1.0, 21: 1.0, 4: 1.0, 0: 1.0, 20: 1.0, 23: 1.0, 14: 1.0, 7: 0.329308, 24: 0.361801, 17: 1.0, 28: 1.0, 31: 1.0, 3: 1.0, 5: 1.0, 30: 1.0, 19: 0.850345, 26: 0.03887, 12: 0.948684, 9: 0.960526, 2: 0.973684, 11: 0.973684},117000,tensor([-0.0581, -0.0506,  0.0722,  ...,  0.0467, -0.0598,  0.0190])
1316,2,tensor(30),{13: 0.005435, 25: 0.010638, 15: 0.267185, 1: 1.0, 16: 0.376747, 29: 1.0, 21: 1.0, 4: 1.0, 0: 1.0, 20: 1.0, 23: 1.0, 14: 1.0, 7: 0.329308, 24: 0.361801, 17: 1.0, 28: 1.0, 31: 1.0, 3: 1.0, 5: 1.0, 30: 1.0, 19: 0.850345, 26: 0.03887, 12: 0.948684, 9: 0.960526, 2: 0.973684, 11: 0.986111, 10: 0.0},117000,tensor([-0.0581, -0.0506,  0.0722,  ...,  0.0467, -0.0598,  0.0190])
1335,2,tensor(30),{13: 0.005435, 25: 0.010638, 15: 0.267185, 1: 1.0, 16: 0.376747, 29: 1.0, 21: 1.0, 4: 1.0, 0: 1.0, 20: 1.0, 23: 1.0, 14: 1.0, 7: 0.329308, 24: 0.361801, 17: 1.0, 28: 1.0, 31: 1.0, 3: 1.0, 5: 1.0, 30: 1.0, 19: 0.850345, 26: 0.03887, 12: 0.948684, 9: 0.960526, 2: 0.973684, 11: 0.986111, 10: 0.738961},117000,tensor([-0.0581, -0.0506,  0.0722,  ...,  0.0467, -0.0598,  0.0190])
1354,2,tensor(30),{13: 0.005435, 25: 0.010638, 15: 0.267185, 1: 1.0, 16: 0.376747, 29: 1.0, 21: 1.0, 4: 1.0, 0: 1.0, 20: 1.0, 23: 1.0, 14: 1.0, 7: 0.329308, 24: 0.361801, 17: 1.0, 28: 1.0, 31: 1.0, 3: 1.0, 5: 1.0, 30: 1.0, 19: 0.850345, 26: 0.03887, 12: 0.948684, 9: 0.960526, 2: 0.973684, 11: 0.986111, 10: 0.973684, 18: 0.0},117000,tensor([-0.0581, -0.0506,  0.0722,  ...,  0.0467, -0.0598,  0.0190])
1372,2,tensor(30),{13: 0.005435, 25: 0.010638, 15: 0.267185, 1: 1.0, 16: 0.376747, 29: 1.0, 21: 1.0, 4: 1.0, 0: 1.0, 20: 1.0, 23: 1.0, 14: 1.0, 7: 0.329308, 24: 0.361801, 17: 1.0, 28: 1.0, 31: 1.0, 3: 1.0, 5: 1.0, 30: 1.0, 19: 0.850345, 26: 0.03887, 12: 0.948684, 9: 0.960526, 2: 0.973684, 11: 0.986111, 10: 0.973684, 18: 0.08434},117000,tensor([-0.0581, -0.0506,  0.0722,  ...,  0.0467, -0.0598,  0.0190])
