243,9,tensor(10),{26: 0.986842, 0: 1.0, 17: 1.0, 7: 0.329308, 10: 1.0},117000,tensor([-0.0331, -0.0120,  0.0512,  ..., -0.0280, -0.0129, -0.0009])
253,24,tensor(6),{26: 0.986842, 0: 1.0, 17: 1.0, 7: 0.329308, 10: 1.0, 6: 0.2438410073518753},117000,tensor([-0.0211,  0.0025,  0.0713,  ..., -0.0180, -0.0136, -0.0149])
263,11,tensor(6),{26: 0.986842, 0: 1.0, 17: 1.0, 7: 0.329308, 10: 1.0, 6: 0.214348},117000,tensor([-0.0211,  0.0025,  0.0720,  ..., -0.0166, -0.0142, -0.0161])
283,11,tensor(6),{26: 0.986842, 0: 1.0, 17: 1.0, 7: 0.329308, 10: 1.0, 6: 0.311594},117000,tensor([-0.0211,  0.0025,  0.0768,  ..., -0.0152, -0.0106, -0.0175])
303,5,tensor(23),{26: 0.986842, 0: 1.0, 17: 1.0, 7: 0.329308, 10: 1.0, 6: 0.311594, 23: 0.9868419766426086},117000,tensor([ 0.0137, -0.0754,  0.0833,  ...,  0.0502, -0.0607,  0.0003])
313,31,tensor(23),{26: 0.986842, 0: 1.0, 17: 1.0, 7: 0.329308, 10: 1.0, 6: 0.311594, 23: 1.0},117000,tensor([ 4.8252e-03, -6.7867e-02,  7.6863e-02,  ...,  4.2054e-02,
        -6.0738e-02,  4.3455e-05])
323,31,tensor(23),{26: 0.986842, 0: 1.0, 17: 1.0, 7: 0.329308, 10: 1.0, 6: 0.311594, 23: 1.0},117000,tensor([ 4.8252e-03, -6.7867e-02,  7.6863e-02,  ...,  4.2054e-02,
        -6.0738e-02,  4.3455e-05])
333,31,tensor(23),{26: 0.986842, 0: 1.0, 17: 1.0, 7: 0.329308, 10: 1.0, 6: 0.311594, 23: 1.0},117000,tensor([ 4.8252e-03, -6.7867e-02,  7.6863e-02,  ...,  4.2054e-02,
        -6.0738e-02,  4.3455e-05])
343,6,tensor(23),{26: 0.986842, 0: 1.0, 17: 1.0, 7: 0.329308, 10: 1.0, 6: 0.311594, 23: 1.0},117000,tensor([ 0.0056, -0.0678,  0.0768,  ...,  0.0407, -0.0607,  0.0009])
353,6,tensor(4),{26: 0.986842, 0: 1.0, 17: 1.0, 7: 0.329308, 10: 1.0, 6: 0.311594, 23: 1.0, 4: 1.0},117000,tensor([-0.0158, -0.0501,  0.0591,  ...,  0.0636, -0.0670,  0.0177])
363,6,tensor(4),{26: 0.986842, 0: 1.0, 17: 1.0, 7: 0.329308, 10: 1.0, 6: 0.311594, 23: 1.0, 4: 1.0},117000,tensor([-0.0158, -0.0501,  0.0591,  ...,  0.0636, -0.0670,  0.0177])
373,6,tensor(4),{26: 0.986842, 0: 1.0, 17: 1.0, 7: 0.329308, 10: 1.0, 6: 0.311594, 23: 1.0, 4: 1.0},117000,tensor([-0.0158, -0.0501,  0.0591,  ...,  0.0636, -0.0670,  0.0177])
383,6,tensor(4),{26: 0.986842, 0: 1.0, 17: 1.0, 7: 0.329308, 10: 1.0, 6: 0.311594, 23: 1.0, 4: 1.0},117000,tensor([-0.0158, -0.0501,  0.0591,  ...,  0.0636, -0.0670,  0.0177])
403,1,tensor(1),{26: 0.986842, 0: 1.0, 17: 1.0, 7: 0.329308, 10: 1.0, 6: 0.311594, 23: 1.0, 4: 1.0, 1: 1.0},117000,tensor([-0.0187, -0.0496,  0.0527,  ...,  0.0582, -0.0595,  0.0190])
423,1,tensor(1),{26: 0.986842, 0: 1.0, 17: 1.0, 7: 0.329308, 10: 1.0, 6: 0.311594, 23: 1.0, 4: 1.0, 1: 1.0},117000,tensor([-0.0187, -0.0496,  0.0527,  ...,  0.0582, -0.0595,  0.0190])
453,12,tensor(2),{26: 0.986842, 0: 1.0, 17: 1.0, 7: 0.329308, 10: 1.0, 6: 0.311594, 23: 1.0, 4: 1.0, 1: 1.0, 2: 1.0},117000,tensor([ 0.0020, -0.0270,  0.0187,  ..., -0.0182, -0.0244, -0.0003])
463,10,tensor(2),{26: 0.986842, 0: 1.0, 17: 1.0, 7: 0.329308, 10: 1.0, 6: 0.311594, 23: 1.0, 4: 1.0, 1: 1.0, 2: 1.0},117000,tensor([ 0.0020, -0.0262,  0.0185,  ..., -0.0205, -0.0237, -0.0003])
503,14,tensor(24),{26: 0.986842, 0: 1.0, 17: 1.0, 7: 0.329308, 10: 1.0, 6: 0.311594, 23: 1.0, 4: 1.0, 1: 1.0, 2: 1.0, 24: 0.24091699719429016},117000,tensor([-0.0287, -0.0567,  0.0680,  ...,  0.0284, -0.0678,  0.0190])
533,23,tensor(24),{26: 0.986842, 0: 1.0, 17: 1.0, 7: 0.329308, 10: 1.0, 6: 0.311594, 23: 1.0, 4: 1.0, 1: 1.0, 2: 1.0, 24: 0.361801},117000,tensor([-0.0369, -0.0491,  0.0620,  ...,  0.0245, -0.0681,  0.0190])
553,1,tensor(8),{26: 0.986842, 0: 1.0, 17: 1.0, 7: 0.329308, 10: 1.0, 6: 0.311594, 23: 1.0, 4: 1.0, 1: 1.0, 2: 1.0, 24: 0.361801, 8: 1.0},117000,tensor([ 0.0666, -0.0470,  0.0487,  ..., -0.0354, -0.0474,  0.0642])
573,1,tensor(8),{26: 0.986842, 0: 1.0, 17: 1.0, 7: 0.329308, 10: 1.0, 6: 0.311594, 23: 1.0, 4: 1.0, 1: 1.0, 2: 1.0, 24: 0.361801, 8: 1.0},117000,tensor([ 0.0666, -0.0470,  0.0487,  ..., -0.0354, -0.0474,  0.0642])
603,3,tensor(21),{26: 0.986842, 0: 1.0, 17: 1.0, 7: 0.329308, 10: 1.0, 6: 0.311594, 23: 1.0, 4: 1.0, 1: 1.0, 2: 1.0, 24: 0.361801, 8: 1.0, 21: 1.0},117000,tensor([-0.0334, -0.0597,  0.0835,  ...,  0.0424, -0.0670, -0.0069])
613,3,tensor(21),{26: 0.986842, 0: 1.0, 17: 1.0, 7: 0.329308, 10: 1.0, 6: 0.311594, 23: 1.0, 4: 1.0, 1: 1.0, 2: 1.0, 24: 0.361801, 8: 1.0, 21: 1.0},117000,tensor([-0.0334, -0.0597,  0.0835,  ...,  0.0424, -0.0670, -0.0069])
670,3,tensor(21),{26: 0.986842, 0: 1.0, 17: 1.0, 7: 0.329308, 10: 1.0, 6: 0.311594, 23: 1.0, 4: 1.0, 1: 1.0, 2: 1.0, 24: 0.361801, 8: 1.0, 21: 1.0, 28: 0.536597},117000,tensor([-0.0334, -0.0597,  0.0835,  ...,  0.0424, -0.0670, -0.0069])
690,1,tensor(28),{26: 0.986842, 0: 1.0, 17: 1.0, 7: 0.329308, 10: 1.0, 6: 0.311594, 23: 1.0, 4: 1.0, 1: 1.0, 2: 1.0, 24: 0.361801, 8: 1.0, 21: 1.0, 28: 1.0},117000,tensor([-0.0022, -0.0704,  0.0866,  ...,  0.0345, -0.0699,  0.0190])
711,1,tensor(28),{26: 0.986842, 0: 1.0, 17: 1.0, 7: 0.329308, 10: 1.0, 6: 0.311594, 23: 1.0, 4: 1.0, 1: 1.0, 2: 1.0, 24: 0.361801, 8: 1.0, 21: 1.0, 28: 1.0, 29: 0.0},117000,tensor([-0.0022, -0.0704,  0.0866,  ...,  0.0345, -0.0699,  0.0190])
731,1,tensor(28),{26: 0.986842, 0: 1.0, 17: 1.0, 7: 0.329308, 10: 1.0, 6: 0.311594, 23: 1.0, 4: 1.0, 1: 1.0, 2: 1.0, 24: 0.361801, 8: 1.0, 21: 1.0, 28: 1.0, 29: 0.0},117000,tensor([-0.0022, -0.0704,  0.0866,  ...,  0.0345, -0.0699,  0.0190])
751,1,tensor(28),{26: 0.986842, 0: 1.0, 17: 1.0, 7: 0.329308, 10: 1.0, 6: 0.311594, 23: 1.0, 4: 1.0, 1: 1.0, 2: 1.0, 24: 0.361801, 8: 1.0, 21: 1.0, 28: 1.0, 29: 0.584239, 3: 0.005435},117000,tensor([-0.0022, -0.0704,  0.0866,  ...,  0.0345, -0.0699,  0.0190])
791,3,tensor(29),{26: 0.986842, 0: 1.0, 17: 1.0, 7: 0.329308, 10: 1.0, 6: 0.311594, 23: 1.0, 4: 1.0, 1: 1.0, 2: 1.0, 24: 0.361801, 8: 1.0, 21: 1.0, 28: 1.0, 29: 1.0, 3: 0.972953},117000,tensor([-0.0197, -0.0391,  0.0508,  ...,  0.0322, -0.0683,  0.0190])
811,3,tensor(29),{26: 0.986842, 0: 1.0, 17: 1.0, 7: 0.329308, 10: 1.0, 6: 0.311594, 23: 1.0, 4: 1.0, 1: 1.0, 2: 1.0, 24: 0.361801, 8: 1.0, 21: 1.0, 28: 1.0, 29: 1.0, 3: 1.0, 25: 0.0},117000,tensor([-0.0197, -0.0391,  0.0508,  ...,  0.0322, -0.0683,  0.0190])
832,3,tensor(29),{26: 0.986842, 0: 1.0, 17: 1.0, 7: 0.329308, 10: 1.0, 6: 0.311594, 23: 1.0, 4: 1.0, 1: 1.0, 2: 1.0, 24: 0.361801, 8: 1.0, 21: 1.0, 28: 1.0, 29: 1.0, 3: 1.0, 25: 0.148731},117000,tensor([-0.0197, -0.0391,  0.0508,  ...,  0.0322, -0.0683,  0.0190])
852,3,tensor(29),{26: 0.986842, 0: 1.0, 17: 1.0, 7: 0.329308, 10: 1.0, 6: 0.311594, 23: 1.0, 4: 1.0, 1: 1.0, 2: 1.0, 24: 0.361801, 8: 1.0, 21: 1.0, 28: 1.0, 29: 1.0, 3: 1.0, 25: 0.211094, 13: 0.005319},117000,tensor([-0.0197, -0.0391,  0.0508,  ...,  0.0322, -0.0683,  0.0190])
872,3,tensor(29),{26: 0.986842, 0: 1.0, 17: 1.0, 7: 0.329308, 10: 1.0, 6: 0.311594, 23: 1.0, 4: 1.0, 1: 1.0, 2: 1.0, 24: 0.361801, 8: 1.0, 21: 1.0, 28: 1.0, 29: 1.0, 3: 1.0, 25: 0.211094, 13: 0.753084},117000,tensor([-0.0197, -0.0391,  0.0508,  ...,  0.0322, -0.0683,  0.0190])
891,2,tensor(3),{26: 0.986842, 0: 1.0, 17: 1.0, 7: 0.329308, 10: 1.0, 6: 0.311594, 23: 1.0, 4: 1.0, 1: 1.0, 2: 1.0, 24: 0.361801, 8: 1.0, 21: 1.0, 28: 1.0, 29: 1.0, 3: 1.0, 25: 0.211094, 13: 0.986842},117000,tensor([ 0.0066, -0.0715,  0.0736,  ...,  0.0490, -0.0561,  0.0157])
911,2,tensor(3),{26: 0.986842, 0: 1.0, 17: 1.0, 7: 0.329308, 10: 1.0, 6: 0.311594, 23: 1.0, 4: 1.0, 1: 1.0, 2: 1.0, 24: 0.361801, 8: 1.0, 21: 1.0, 28: 1.0, 29: 1.0, 3: 1.0, 25: 0.211094, 13: 0.973684, 31: 0.004902},117000,tensor([ 0.0066, -0.0715,  0.0736,  ...,  0.0490, -0.0561,  0.0157])
931,2,tensor(3),{26: 0.986842, 0: 1.0, 17: 1.0, 7: 0.329308, 10: 1.0, 6: 0.311594, 23: 1.0, 4: 1.0, 1: 1.0, 2: 1.0, 24: 0.361801, 8: 1.0, 21: 1.0, 28: 1.0, 29: 1.0, 3: 1.0, 25: 0.211094, 13: 0.973684, 31: 0.445774},117000,tensor([ 0.0066, -0.0715,  0.0736,  ...,  0.0490, -0.0561,  0.0157])
952,2,tensor(3),{26: 0.986842, 0: 1.0, 17: 1.0, 7: 0.329308, 10: 1.0, 6: 0.311594, 23: 1.0, 4: 1.0, 1: 1.0, 2: 1.0, 24: 0.361801, 8: 1.0, 21: 1.0, 28: 1.0, 29: 1.0, 3: 1.0, 25: 0.211094, 13: 0.973684, 31: 0.973684, 30: 0.0},117000,tensor([ 0.0066, -0.0715,  0.0736,  ...,  0.0490, -0.0561,  0.0157])
992,21,tensor(25),{26: 0.986842, 0: 1.0, 17: 1.0, 7: 0.329308, 10: 1.0, 6: 0.311594, 23: 1.0, 4: 1.0, 1: 1.0, 2: 1.0, 24: 0.361801, 8: 1.0, 21: 1.0, 28: 1.0, 29: 1.0, 3: 1.0, 25: 0.287337988615036, 13: 0.973684, 31: 0.973684, 30: 0.0},117000,tensor([ 0.0213, -0.0888,  0.0966,  ...,  0.0296, -0.0657,  0.0024])
1013,21,tensor(25),{26: 0.986842, 0: 1.0, 17: 1.0, 7: 0.329308, 10: 1.0, 6: 0.311594, 23: 1.0, 4: 1.0, 1: 1.0, 2: 1.0, 24: 0.361801, 8: 1.0, 21: 1.0, 28: 1.0, 29: 1.0, 3: 1.0, 25: 0.287338, 13: 0.973684, 31: 0.973684, 30: 0.031767, 14: 0.005556},117000,tensor([ 0.0213, -0.0888,  0.0966,  ...,  0.0296, -0.0657,  0.0024])
1033,3,tensor(25),{26: 0.986842, 0: 1.0, 17: 1.0, 7: 0.329308, 10: 1.0, 6: 0.311594, 23: 1.0, 4: 1.0, 1: 1.0, 2: 1.0, 24: 0.361801, 8: 1.0, 21: 1.0, 28: 1.0, 29: 1.0, 3: 1.0, 25: 0.230779, 13: 0.973684, 31: 0.973684, 30: 0.031767, 14: 0.884868},117000,tensor([ 0.0213, -0.0888,  0.0966,  ...,  0.0296, -0.0657,  0.0024])
1053,3,tensor(25),{26: 0.986842, 0: 1.0, 17: 1.0, 7: 0.329308, 10: 1.0, 6: 0.311594, 23: 1.0, 4: 1.0, 1: 1.0, 2: 1.0, 24: 0.361801, 8: 1.0, 21: 1.0, 28: 1.0, 29: 1.0, 3: 1.0, 25: 0.230779, 13: 0.973684, 31: 0.973684, 30: 0.031767, 14: 0.93348, 27: 0.0},117000,tensor([ 0.0213, -0.0888,  0.0966,  ...,  0.0296, -0.0657,  0.0024])
1073,3,tensor(25),{26: 0.986842, 0: 1.0, 17: 1.0, 7: 0.329308, 10: 1.0, 6: 0.311594, 23: 1.0, 4: 1.0, 1: 1.0, 2: 1.0, 24: 0.361801, 8: 1.0, 21: 1.0, 28: 1.0, 29: 1.0, 3: 1.0, 25: 0.230779, 13: 0.973684, 31: 0.973684, 30: 0.031767, 14: 0.93348, 27: 0.277326},117000,tensor([ 0.0213, -0.0888,  0.0966,  ...,  0.0296, -0.0657,  0.0024])
1093,1,tensor(13),{26: 0.986842, 0: 1.0, 17: 1.0, 7: 0.329308, 10: 1.0, 6: 0.311594, 23: 1.0, 4: 1.0, 1: 1.0, 2: 1.0, 24: 0.361801, 8: 1.0, 21: 1.0, 28: 1.0, 29: 1.0, 3: 1.0, 25: 0.230779, 13: 1.0, 31: 0.973684, 30: 0.031767, 14: 0.93348, 27: 0.986111},117000,tensor([ 0.0084, -0.0957,  0.0831,  ...,  0.0480, -0.0673,  0.0190])
1113,1,tensor(13),{26: 0.986842, 0: 1.0, 17: 1.0, 7: 0.329308, 10: 1.0, 6: 0.311594, 23: 1.0, 4: 1.0, 1: 1.0, 2: 1.0, 24: 0.361801, 8: 1.0, 21: 1.0, 28: 1.0, 29: 1.0, 3: 1.0, 25: 0.230779, 13: 1.0, 31: 0.973684, 30: 0.031767, 14: 0.93348, 27: 1.0, 20: 0.006757},117000,tensor([ 0.0084, -0.0957,  0.0831,  ...,  0.0480, -0.0673,  0.0190])
1134,1,tensor(13),{26: 0.986842, 0: 1.0, 17: 1.0, 7: 0.329308, 10: 1.0, 6: 0.311594, 23: 1.0, 4: 1.0, 1: 1.0, 2: 1.0, 24: 0.361801, 8: 1.0, 21: 1.0, 28: 1.0, 29: 1.0, 3: 1.0, 25: 0.230779, 13: 1.0, 31: 0.973684, 30: 0.031767, 14: 0.93348, 27: 1.0, 20: 0.898026},117000,tensor([ 0.0084, -0.0957,  0.0831,  ...,  0.0480, -0.0673,  0.0190])
1154,1,tensor(13),{26: 0.986842, 0: 1.0, 17: 1.0, 7: 0.329308, 10: 1.0, 6: 0.311594, 23: 1.0, 4: 1.0, 1: 1.0, 2: 1.0, 24: 0.361801, 8: 1.0, 21: 1.0, 28: 1.0, 29: 1.0, 3: 1.0, 25: 0.230779, 13: 1.0, 31: 0.973684, 30: 0.031767, 14: 0.93348, 27: 1.0, 20: 0.972953, 5: 0.005952},117000,tensor([ 0.0084, -0.0957,  0.0831,  ...,  0.0480, -0.0673,  0.0190])
1174,1,tensor(13),{26: 0.986842, 0: 1.0, 17: 1.0, 7: 0.329308, 10: 1.0, 6: 0.311594, 23: 1.0, 4: 1.0, 1: 1.0, 2: 1.0, 24: 0.361801, 8: 1.0, 21: 1.0, 28: 1.0, 29: 1.0, 3: 1.0, 25: 0.230779, 13: 1.0, 31: 0.973684, 30: 0.031767, 14: 0.93348, 27: 1.0, 20: 0.972953, 5: 0.919591},117000,tensor([ 0.0084, -0.0957,  0.0831,  ...,  0.0480, -0.0673,  0.0190])
1194,2,tensor(31),{26: 0.986842, 0: 1.0, 17: 1.0, 7: 0.329308, 10: 1.0, 6: 0.311594, 23: 1.0, 4: 1.0, 1: 1.0, 2: 1.0, 24: 0.361801, 8: 1.0, 21: 1.0, 28: 1.0, 29: 1.0, 3: 1.0, 25: 0.230779, 13: 1.0, 31: 1.0, 30: 0.031767, 14: 0.93348, 27: 1.0, 20: 0.972953, 5: 1.0},117000,tensor([-0.0135, -0.0918,  0.0785,  ...,  0.0198, -0.0620,  0.0190])
1214,2,tensor(31),{26: 0.986842, 0: 1.0, 17: 1.0, 7: 0.329308, 10: 1.0, 6: 0.311594, 23: 1.0, 4: 1.0, 1: 1.0, 2: 1.0, 24: 0.361801, 8: 1.0, 21: 1.0, 28: 1.0, 29: 1.0, 3: 1.0, 25: 0.230779, 13: 1.0, 31: 1.0, 30: 0.031767, 14: 0.93348, 27: 1.0, 20: 0.972953, 5: 0.947953, 22: 0.005814},117000,tensor([-0.0135, -0.0918,  0.0785,  ...,  0.0198, -0.0620,  0.0190])
1234,2,tensor(31),{26: 0.986842, 0: 1.0, 17: 1.0, 7: 0.329308, 10: 1.0, 6: 0.311594, 23: 1.0, 4: 1.0, 1: 1.0, 2: 1.0, 24: 0.361801, 8: 1.0, 21: 1.0, 28: 1.0, 29: 1.0, 3: 1.0, 25: 0.230779, 13: 1.0, 31: 1.0, 30: 0.031767, 14: 0.93348, 27: 1.0, 20: 0.972953, 5: 0.947953, 22: 0.602538},117000,tensor([-0.0135, -0.0918,  0.0785,  ...,  0.0198, -0.0620,  0.0190])
1254,2,tensor(31),{26: 0.986842, 0: 1.0, 17: 1.0, 7: 0.329308, 10: 1.0, 6: 0.311594, 23: 1.0, 4: 1.0, 1: 1.0, 2: 1.0, 24: 0.361801, 8: 1.0, 21: 1.0, 28: 1.0, 29: 1.0, 3: 1.0, 25: 0.230779, 13: 1.0, 31: 1.0, 30: 0.031767, 14: 0.93348, 27: 1.0, 20: 0.972953, 5: 0.947953, 22: 0.986111, 19: 0.0},117000,tensor([-0.0135, -0.0918,  0.0785,  ...,  0.0198, -0.0620,  0.0190])
1273,2,tensor(31),{26: 0.986842, 0: 1.0, 17: 1.0, 7: 0.329308, 10: 1.0, 6: 0.311594, 23: 1.0, 4: 1.0, 1: 1.0, 2: 1.0, 24: 0.361801, 8: 1.0, 21: 1.0, 28: 1.0, 29: 1.0, 3: 1.0, 25: 0.230779, 13: 1.0, 31: 1.0, 30: 0.031767, 14: 0.93348, 27: 1.0, 20: 0.972953, 5: 0.947953, 22: 0.986111, 19: 0.0},117000,tensor([-0.0135, -0.0918,  0.0785,  ...,  0.0198, -0.0620,  0.0190])
1292,2,tensor(30),{26: 0.986842, 0: 1.0, 17: 1.0, 7: 0.329308, 10: 1.0, 6: 0.311594, 23: 1.0, 4: 1.0, 1: 1.0, 2: 1.0, 24: 0.361801, 8: 1.0, 21: 1.0, 28: 1.0, 29: 1.0, 3: 1.0, 25: 0.230779, 13: 1.0, 31: 1.0, 30: 1.0, 14: 0.93348, 27: 1.0, 20: 0.972953, 5: 0.947953, 22: 0.986111, 19: 0.092466},117000,tensor([-0.0581, -0.0506,  0.0722,  ...,  0.0467, -0.0598,  0.0190])
1311,2,tensor(30),{26: 0.986842, 0: 1.0, 17: 1.0, 7: 0.329308, 10: 1.0, 6: 0.311594, 23: 1.0, 4: 1.0, 1: 1.0, 2: 1.0, 24: 0.361801, 8: 1.0, 21: 1.0, 28: 1.0, 29: 1.0, 3: 1.0, 25: 0.230779, 13: 1.0, 31: 1.0, 30: 1.0, 14: 0.93348, 27: 1.0, 20: 0.972953, 5: 0.947953, 22: 0.986111, 19: 0.690377, 16: 0.023937},117000,tensor([-0.0581, -0.0506,  0.0722,  ...,  0.0467, -0.0598,  0.0190])
1330,2,tensor(30),{26: 0.986842, 0: 1.0, 17: 1.0, 7: 0.329308, 10: 1.0, 6: 0.311594, 23: 1.0, 4: 1.0, 1: 1.0, 2: 1.0, 24: 0.361801, 8: 1.0, 21: 1.0, 28: 1.0, 29: 1.0, 3: 1.0, 25: 0.230779, 13: 1.0, 31: 1.0, 30: 1.0, 14: 0.93348, 27: 1.0, 20: 0.972953, 5: 0.947953, 22: 0.986111, 19: 0.690377, 16: 0.13292},117000,tensor([-0.0581, -0.0506,  0.0722,  ...,  0.0467, -0.0598,  0.0190])
1349,2,tensor(30),{26: 0.986842, 0: 1.0, 17: 1.0, 7: 0.329308, 10: 1.0, 6: 0.311594, 23: 1.0, 4: 1.0, 1: 1.0, 2: 1.0, 24: 0.361801, 8: 1.0, 21: 1.0, 28: 1.0, 29: 1.0, 3: 1.0, 25: 0.230779, 13: 1.0, 31: 1.0, 30: 1.0, 14: 0.93348, 27: 1.0, 20: 0.972953, 5: 0.947953, 22: 0.986111, 19: 0.690377, 16: 0.177083},117000,tensor([-0.0581, -0.0506,  0.0722,  ...,  0.0467, -0.0598,  0.0190])
1368,2,tensor(30),{26: 0.986842, 0: 1.0, 17: 1.0, 7: 0.329308, 10: 1.0, 6: 0.311594, 23: 1.0, 4: 1.0, 1: 1.0, 2: 1.0, 24: 0.361801, 8: 1.0, 21: 1.0, 28: 1.0, 29: 1.0, 3: 1.0, 25: 0.230779, 13: 1.0, 31: 1.0, 30: 1.0, 14: 0.93348, 27: 1.0, 20: 0.972953, 5: 0.947953, 22: 0.986111, 19: 0.690377, 16: 0.1722, 15: 0.063621},117000,tensor([-0.0581, -0.0506,  0.0722,  ...,  0.0467, -0.0598,  0.0190])
1387,1,tensor(14),{26: 0.986842, 0: 1.0, 17: 1.0, 7: 0.329308, 10: 1.0, 6: 0.311594, 23: 1.0, 4: 1.0, 1: 1.0, 2: 1.0, 24: 0.361801, 8: 1.0, 21: 1.0, 28: 1.0, 29: 1.0, 3: 1.0, 25: 0.230779, 13: 1.0, 31: 1.0, 30: 1.0, 14: 1.0, 27: 1.0, 20: 0.972953, 5: 0.947953, 22: 0.986111, 19: 0.690377, 16: 0.1722, 15: 0.306439},117000,tensor([-0.0488, -0.0663,  0.0839,  ...,  0.0489, -0.0815,  0.0190])
1406,1,tensor(14),{26: 0.986842, 0: 1.0, 17: 1.0, 7: 0.329308, 10: 1.0, 6: 0.311594, 23: 1.0, 4: 1.0, 1: 1.0, 2: 1.0, 24: 0.361801, 8: 1.0, 21: 1.0, 28: 1.0, 29: 1.0, 3: 1.0, 25: 0.230779, 13: 1.0, 31: 1.0, 30: 1.0, 14: 1.0, 27: 1.0, 20: 0.972953, 5: 0.947953, 22: 0.986111, 19: 0.690377, 16: 0.1722, 15: 0.205733, 11: 0.010556},117000,tensor([-0.0488, -0.0663,  0.0839,  ...,  0.0489, -0.0815,  0.0190])
1424,1,tensor(14),{26: 0.986842, 0: 1.0, 17: 1.0, 7: 0.329308, 10: 1.0, 6: 0.311594, 23: 1.0, 4: 1.0, 1: 1.0, 2: 1.0, 24: 0.361801, 8: 1.0, 21: 1.0, 28: 1.0, 29: 1.0, 3: 1.0, 25: 0.230779, 13: 1.0, 31: 1.0, 30: 1.0, 14: 1.0, 27: 1.0, 20: 0.972953, 5: 0.947953, 22: 0.986111, 19: 0.690377, 16: 0.1722, 15: 0.205733, 11: 0.808271},117000,tensor([-0.0488, -0.0663,  0.0839,  ...,  0.0489, -0.0815,  0.0190])
1443,1,tensor(14),{26: 0.986842, 0: 1.0, 17: 1.0, 7: 0.329308, 10: 1.0, 6: 0.311594, 23: 1.0, 4: 1.0, 1: 1.0, 2: 1.0, 24: 0.361801, 8: 1.0, 21: 1.0, 28: 1.0, 29: 1.0, 3: 1.0, 25: 0.230779, 13: 1.0, 31: 1.0, 30: 1.0, 14: 1.0, 27: 1.0, 20: 0.972953, 5: 0.947953, 22: 0.986111, 19: 0.690377, 16: 0.1722, 15: 0.205733, 11: 0.934211},117000,tensor([-0.0488, -0.0663,  0.0839,  ...,  0.0489, -0.0815,  0.0190])
1462,1,tensor(14),{26: 0.986842, 0: 1.0, 17: 1.0, 7: 0.329308, 10: 1.0, 6: 0.311594, 23: 1.0, 4: 1.0, 1: 1.0, 2: 1.0, 24: 0.361801, 8: 1.0, 21: 1.0, 28: 1.0, 29: 1.0, 3: 1.0, 25: 0.230779, 13: 1.0, 31: 1.0, 30: 1.0, 14: 1.0, 27: 1.0, 20: 0.972953, 5: 0.947953, 22: 0.986111, 19: 0.690377, 16: 0.1722, 15: 0.205733, 11: 0.986842, 9: 0.07797},117000,tensor([-0.0488, -0.0663,  0.0839,  ...,  0.0489, -0.0815,  0.0190])
