103,15,tensor(16),{19: 0.973684, 6: 0.200254, 16: 0.14735999703407288},117000,tensor([-0.0224, -0.0267,  0.0505,  ..., -0.0349, -0.0116, -0.0047])
275,11,tensor(21),{19: 0.973684, 6: 0.200254, 16: 0.14735999703407288, 22: 1.0, 15: 0.27749, 21: 1.0},117000,tensor([-2.7982e-02, -6.3464e-02,  8.4420e-02,  ...,  4.1376e-02,
        -6.7042e-02,  1.8708e-05])
285,11,tensor(21),{19: 0.973684, 6: 0.200254, 16: 0.14735999703407288, 22: 1.0, 15: 0.27749, 21: 1.0},117000,tensor([-2.7982e-02, -6.3464e-02,  8.4420e-02,  ...,  4.1376e-02,
        -6.7042e-02,  1.8708e-05])
295,11,tensor(21),{19: 0.973684, 6: 0.200254, 16: 0.14735999703407288, 22: 1.0, 15: 0.27749, 21: 1.0},117000,tensor([-2.7982e-02, -6.3464e-02,  8.4420e-02,  ...,  4.1376e-02,
        -6.7042e-02,  1.8708e-05])
305,19,tensor(24),{19: 0.973684, 6: 0.200254, 16: 0.14735999703407288, 22: 1.0, 15: 0.27749, 21: 1.0, 24: 0.23323999345302582},117000,tensor([-0.0267, -0.0567,  0.0667,  ...,  0.0341, -0.0678,  0.0190])
315,19,tensor(24),{19: 0.973684, 6: 0.200254, 16: 0.14735999703407288, 22: 1.0, 15: 0.27749, 21: 1.0, 24: 0.23324},117000,tensor([-0.0267, -0.0567,  0.0667,  ...,  0.0341, -0.0678,  0.0190])
325,19,tensor(24),{19: 0.973684, 6: 0.200254, 16: 0.14735999703407288, 22: 1.0, 15: 0.27749, 21: 1.0, 24: 0.23324},117000,tensor([-0.0267, -0.0567,  0.0667,  ...,  0.0341, -0.0678,  0.0190])
355,13,tensor(0),{19: 0.973684, 6: 0.200254, 16: 0.14735999703407288, 22: 1.0, 15: 0.27749, 21: 1.0, 24: 0.23324, 0: 1.0},117000,tensor([-0.0143, -0.0193,  0.0427,  ...,  0.0025, -0.0130, -0.0120])
365,10,tensor(0),{19: 0.973684, 6: 0.200254, 16: 0.14735999703407288, 22: 1.0, 15: 0.27749, 21: 1.0, 24: 0.23324, 0: 1.0},117000,tensor([-0.0142, -0.0193,  0.0446,  ...,  0.0006, -0.0130, -0.0108])
405,18,tensor(2),{19: 0.973684, 6: 0.200254, 16: 0.14735999703407288, 22: 1.0, 15: 0.27749, 21: 1.0, 24: 0.23324, 0: 1.0, 2: 1.0},117000,tensor([ 0.0025, -0.0276,  0.0209,  ..., -0.0189, -0.0237, -0.0003])
435,18,tensor(2),{19: 0.973684, 6: 0.200254, 16: 0.14735999703407288, 22: 1.0, 15: 0.27749, 21: 1.0, 24: 0.23324, 0: 1.0, 2: 1.0},117000,tensor([ 0.0025, -0.0276,  0.0209,  ..., -0.0189, -0.0237, -0.0003])
455,2,tensor(3),{19: 0.973684, 6: 0.200254, 16: 0.14735999703407288, 22: 1.0, 15: 0.27749, 21: 1.0, 24: 0.23324, 0: 1.0, 2: 1.0, 3: 1.0},117000,tensor([ 0.0066, -0.0715,  0.0736,  ...,  0.0490, -0.0561,  0.0157])
475,2,tensor(3),{19: 0.973684, 6: 0.200254, 16: 0.14735999703407288, 22: 1.0, 15: 0.27749, 21: 1.0, 24: 0.23324, 0: 1.0, 2: 1.0, 3: 1.0},117000,tensor([ 0.0066, -0.0715,  0.0736,  ...,  0.0490, -0.0561,  0.0157])
485,2,tensor(3),{19: 0.973684, 6: 0.200254, 16: 0.14735999703407288, 22: 1.0, 15: 0.27749, 21: 1.0, 24: 0.23324, 0: 1.0, 2: 1.0, 3: 1.0},117000,tensor([ 0.0066, -0.0715,  0.0736,  ...,  0.0490, -0.0561,  0.0157])
495,2,tensor(3),{19: 0.973684, 6: 0.200254, 16: 0.14735999703407288, 22: 1.0, 15: 0.27749, 21: 1.0, 24: 0.23324, 0: 1.0, 2: 1.0, 3: 1.0},117000,tensor([ 0.0066, -0.0715,  0.0736,  ...,  0.0490, -0.0561,  0.0157])
505,4,tensor(23),{19: 0.973684, 6: 0.200254, 16: 0.14735999703407288, 22: 1.0, 15: 0.27749, 21: 1.0, 24: 0.23324, 0: 1.0, 2: 1.0, 3: 1.0, 23: 1.0},117000,tensor([-0.0003, -0.0656,  0.0759,  ...,  0.0343, -0.0754, -0.0026])
515,4,tensor(23),{19: 0.973684, 6: 0.200254, 16: 0.14735999703407288, 22: 1.0, 15: 0.27749, 21: 1.0, 24: 0.23324, 0: 1.0, 2: 1.0, 3: 1.0, 23: 1.0},117000,tensor([-0.0003, -0.0656,  0.0759,  ...,  0.0343, -0.0754, -0.0026])
535,4,tensor(23),{19: 0.973684, 6: 0.200254, 16: 0.14735999703407288, 22: 1.0, 15: 0.27749, 21: 1.0, 24: 0.23324, 0: 1.0, 2: 1.0, 3: 1.0, 23: 1.0},117000,tensor([-0.0003, -0.0656,  0.0759,  ...,  0.0343, -0.0754, -0.0026])
555,4,tensor(4),{19: 0.973684, 6: 0.200254, 16: 0.14735999703407288, 22: 1.0, 15: 0.27749, 21: 1.0, 24: 0.23324, 0: 1.0, 2: 1.0, 3: 1.0, 23: 1.0, 4: 1.0},117000,tensor([-0.0201, -0.0457,  0.0542,  ...,  0.0618, -0.0670,  0.0177])
565,4,tensor(4),{19: 0.973684, 6: 0.200254, 16: 0.14735999703407288, 22: 1.0, 15: 0.27749, 21: 1.0, 24: 0.23324, 0: 1.0, 2: 1.0, 3: 1.0, 23: 1.0, 4: 1.0},117000,tensor([-0.0201, -0.0457,  0.0542,  ...,  0.0618, -0.0670,  0.0177])
575,4,tensor(4),{19: 0.973684, 6: 0.200254, 16: 0.14735999703407288, 22: 1.0, 15: 0.27749, 21: 1.0, 24: 0.23324, 0: 1.0, 2: 1.0, 3: 1.0, 23: 1.0, 4: 1.0},117000,tensor([-0.0201, -0.0457,  0.0542,  ...,  0.0618, -0.0670,  0.0177])
595,4,tensor(4),{19: 0.973684, 6: 0.200254, 16: 0.14735999703407288, 22: 1.0, 15: 0.27749, 21: 1.0, 24: 0.23324, 0: 1.0, 2: 1.0, 3: 1.0, 23: 1.0, 4: 1.0},117000,tensor([-0.0201, -0.0457,  0.0542,  ...,  0.0618, -0.0670,  0.0177])
605,3,tensor(12),{19: 0.973684, 6: 0.200254, 16: 0.14735999703407288, 22: 1.0, 15: 0.27749, 21: 1.0, 24: 0.23324, 0: 1.0, 2: 1.0, 3: 1.0, 23: 1.0, 4: 1.0, 12: 1.0},117000,tensor([-0.0269, -0.0552,  0.0713,  ...,  0.0538, -0.0670,  0.0190])
615,3,tensor(12),{19: 0.973684, 6: 0.200254, 16: 0.14735999703407288, 22: 1.0, 15: 0.27749, 21: 1.0, 24: 0.23324, 0: 1.0, 2: 1.0, 3: 1.0, 23: 1.0, 4: 1.0, 12: 1.0},117000,tensor([-0.0269, -0.0552,  0.0713,  ...,  0.0538, -0.0670,  0.0190])
632,3,tensor(12),{19: 0.973684, 6: 0.200254, 16: 0.14735999703407288, 22: 1.0, 15: 0.27749, 21: 1.0, 24: 0.23324, 0: 1.0, 2: 1.0, 3: 1.0, 23: 1.0, 4: 1.0, 12: 1.0},117000,tensor([-0.0269, -0.0552,  0.0713,  ...,  0.0538, -0.0670,  0.0190])
692,1,tensor(10),{19: 0.973684, 6: 0.200254, 16: 0.14735999703407288, 22: 1.0, 15: 0.27749, 21: 1.0, 24: 0.23324, 0: 1.0, 2: 1.0, 3: 1.0, 23: 1.0, 4: 1.0, 12: 1.0, 10: 1.0},117000,tensor([-0.0327, -0.0173,  0.0536,  ..., -0.0296, -0.0117, -0.0076])
712,1,tensor(10),{19: 0.973684, 6: 0.200254, 16: 0.14735999703407288, 22: 1.0, 15: 0.27749, 21: 1.0, 24: 0.23324, 0: 1.0, 2: 1.0, 3: 1.0, 23: 1.0, 4: 1.0, 12: 1.0, 10: 1.0, 30: 0.0},117000,tensor([-0.0327, -0.0173,  0.0536,  ..., -0.0296, -0.0117, -0.0076])
732,1,tensor(10),{19: 0.973684, 6: 0.200254, 16: 0.14735999703407288, 22: 1.0, 15: 0.27749, 21: 1.0, 24: 0.23324, 0: 1.0, 2: 1.0, 3: 1.0, 23: 1.0, 4: 1.0, 12: 1.0, 10: 1.0, 30: 0.907675},117000,tensor([-0.0327, -0.0173,  0.0536,  ..., -0.0296, -0.0117, -0.0076])
752,1,tensor(10),{19: 0.973684, 6: 0.200254, 16: 0.14735999703407288, 22: 1.0, 15: 0.27749, 21: 1.0, 24: 0.23324, 0: 1.0, 2: 1.0, 3: 1.0, 23: 1.0, 4: 1.0, 12: 1.0, 10: 1.0, 30: 0.880848, 1: 0.0},117000,tensor([-0.0327, -0.0173,  0.0536,  ..., -0.0296, -0.0117, -0.0076])
772,1,tensor(10),{19: 0.973684, 6: 0.200254, 16: 0.14735999703407288, 22: 1.0, 15: 0.27749, 21: 1.0, 24: 0.23324, 0: 1.0, 2: 1.0, 3: 1.0, 23: 1.0, 4: 1.0, 12: 1.0, 10: 1.0, 30: 0.880848, 1: 0.0},117000,tensor([-0.0327, -0.0173,  0.0536,  ..., -0.0296, -0.0117, -0.0076])
792,2,tensor(30),{19: 0.973684, 6: 0.200254, 16: 0.14735999703407288, 22: 1.0, 15: 0.27749, 21: 1.0, 24: 0.23324, 0: 1.0, 2: 1.0, 3: 1.0, 23: 1.0, 4: 1.0, 12: 1.0, 10: 1.0, 30: 1.0, 1: 0.005952},117000,tensor([-0.0581, -0.0506,  0.0722,  ...,  0.0467, -0.0598,  0.0190])
812,2,tensor(30),{19: 0.973684, 6: 0.200254, 16: 0.14735999703407288, 22: 1.0, 15: 0.27749, 21: 1.0, 24: 0.23324, 0: 1.0, 2: 1.0, 3: 1.0, 23: 1.0, 4: 1.0, 12: 1.0, 10: 1.0, 30: 1.0, 1: 0.091711, 14: 0.0},117000,tensor([-0.0581, -0.0506,  0.0722,  ...,  0.0467, -0.0598,  0.0190])
833,2,tensor(30),{19: 0.973684, 6: 0.200254, 16: 0.14735999703407288, 22: 1.0, 15: 0.27749, 21: 1.0, 24: 0.23324, 0: 1.0, 2: 1.0, 3: 1.0, 23: 1.0, 4: 1.0, 12: 1.0, 10: 1.0, 30: 1.0, 1: 0.091711, 14: 0.42913},117000,tensor([-0.0581, -0.0506,  0.0722,  ...,  0.0467, -0.0598,  0.0190])
853,2,tensor(30),{19: 0.973684, 6: 0.200254, 16: 0.14735999703407288, 22: 1.0, 15: 0.27749, 21: 1.0, 24: 0.23324, 0: 1.0, 2: 1.0, 3: 1.0, 23: 1.0, 4: 1.0, 12: 1.0, 10: 1.0, 30: 1.0, 1: 0.091711, 14: 0.909137, 20: 0.0},117000,tensor([-0.0581, -0.0506,  0.0722,  ...,  0.0467, -0.0598,  0.0190])
873,2,tensor(30),{19: 0.973684, 6: 0.200254, 16: 0.14735999703407288, 22: 1.0, 15: 0.27749, 21: 1.0, 24: 0.23324, 0: 1.0, 2: 1.0, 3: 1.0, 23: 1.0, 4: 1.0, 12: 1.0, 10: 1.0, 30: 1.0, 1: 0.091711, 14: 0.909137, 20: 0.010421},117000,tensor([-0.0581, -0.0506,  0.0722,  ...,  0.0467, -0.0598,  0.0190])
893,1,tensor(1),{19: 0.973684, 6: 0.200254, 16: 0.14735999703407288, 22: 1.0, 15: 0.27749, 21: 1.0, 24: 0.23324, 0: 1.0, 2: 1.0, 3: 1.0, 23: 1.0, 4: 1.0, 12: 1.0, 10: 1.0, 30: 1.0, 1: 1.0, 14: 0.909137, 20: 0.857895},117000,tensor([-0.0187, -0.0496,  0.0527,  ...,  0.0582, -0.0595,  0.0190])
913,1,tensor(1),{19: 0.973684, 6: 0.200254, 16: 0.14735999703407288, 22: 1.0, 15: 0.27749, 21: 1.0, 24: 0.23324, 0: 1.0, 2: 1.0, 3: 1.0, 23: 1.0, 4: 1.0, 12: 1.0, 10: 1.0, 30: 1.0, 1: 1.0, 14: 0.909137, 20: 0.916667, 17: 0.047149},117000,tensor([-0.0187, -0.0496,  0.0527,  ...,  0.0582, -0.0595,  0.0190])
933,1,tensor(1),{19: 0.973684, 6: 0.200254, 16: 0.14735999703407288, 22: 1.0, 15: 0.27749, 21: 1.0, 24: 0.23324, 0: 1.0, 2: 1.0, 3: 1.0, 23: 1.0, 4: 1.0, 12: 1.0, 10: 1.0, 30: 1.0, 1: 1.0, 14: 0.909137, 20: 0.916667, 17: 0.986842},117000,tensor([-0.0187, -0.0496,  0.0527,  ...,  0.0582, -0.0595,  0.0190])
953,1,tensor(1),{19: 0.973684, 6: 0.200254, 16: 0.14735999703407288, 22: 1.0, 15: 0.27749, 21: 1.0, 24: 0.23324, 0: 1.0, 2: 1.0, 3: 1.0, 23: 1.0, 4: 1.0, 12: 1.0, 10: 1.0, 30: 1.0, 1: 1.0, 14: 0.909137, 20: 0.916667, 17: 1.0, 11: 0.0},117000,tensor([-0.0187, -0.0496,  0.0527,  ...,  0.0582, -0.0595,  0.0190])
973,1,tensor(1),{19: 0.973684, 6: 0.200254, 16: 0.14735999703407288, 22: 1.0, 15: 0.27749, 21: 1.0, 24: 0.23324, 0: 1.0, 2: 1.0, 3: 1.0, 23: 1.0, 4: 1.0, 12: 1.0, 10: 1.0, 30: 1.0, 1: 1.0, 14: 0.909137, 20: 0.916667, 17: 1.0, 11: 0.038166},117000,tensor([-0.0187, -0.0496,  0.0527,  ...,  0.0582, -0.0595,  0.0190])
993,1,tensor(14),{19: 0.973684, 6: 0.200254, 16: 0.14735999703407288, 22: 1.0, 15: 0.27749, 21: 1.0, 24: 0.23324, 0: 1.0, 2: 1.0, 3: 1.0, 23: 1.0, 4: 1.0, 12: 1.0, 10: 1.0, 30: 1.0, 1: 1.0, 14: 1.0, 20: 0.916667, 17: 1.0, 11: 0.837187},117000,tensor([-0.0488, -0.0663,  0.0839,  ...,  0.0489, -0.0815,  0.0190])
1013,1,tensor(14),{19: 0.973684, 6: 0.200254, 16: 0.14735999703407288, 22: 1.0, 15: 0.27749, 21: 1.0, 24: 0.23324, 0: 1.0, 2: 1.0, 3: 1.0, 23: 1.0, 4: 1.0, 12: 1.0, 10: 1.0, 30: 1.0, 1: 1.0, 14: 1.0, 20: 0.916667, 17: 1.0, 11: 0.973684, 13: 0.168826},117000,tensor([-0.0488, -0.0663,  0.0839,  ...,  0.0489, -0.0815,  0.0190])
1033,1,tensor(14),{19: 0.973684, 6: 0.200254, 16: 0.14735999703407288, 22: 1.0, 15: 0.27749, 21: 1.0, 24: 0.23324, 0: 1.0, 2: 1.0, 3: 1.0, 23: 1.0, 4: 1.0, 12: 1.0, 10: 1.0, 30: 1.0, 1: 1.0, 14: 1.0, 20: 0.916667, 17: 1.0, 11: 0.973684, 13: 1.0},117000,tensor([-0.0488, -0.0663,  0.0839,  ...,  0.0489, -0.0815,  0.0190])
1054,1,tensor(14),{19: 0.973684, 6: 0.200254, 16: 0.14735999703407288, 22: 1.0, 15: 0.27749, 21: 1.0, 24: 0.23324, 0: 1.0, 2: 1.0, 3: 1.0, 23: 1.0, 4: 1.0, 12: 1.0, 10: 1.0, 30: 1.0, 1: 1.0, 14: 1.0, 20: 0.916667, 17: 1.0, 11: 0.973684, 13: 0.986842, 25: 0.0},117000,tensor([-0.0488, -0.0663,  0.0839,  ...,  0.0489, -0.0815,  0.0190])
1074,1,tensor(14),{19: 0.973684, 6: 0.200254, 16: 0.14735999703407288, 22: 1.0, 15: 0.27749, 21: 1.0, 24: 0.23324, 0: 1.0, 2: 1.0, 3: 1.0, 23: 1.0, 4: 1.0, 12: 1.0, 10: 1.0, 30: 1.0, 1: 1.0, 14: 1.0, 20: 0.916667, 17: 1.0, 11: 0.973684, 13: 0.986842, 25: 0.011387},117000,tensor([-0.0488, -0.0663,  0.0839,  ...,  0.0489, -0.0815,  0.0190])
1094,2,tensor(20),{19: 0.973684, 6: 0.200254, 16: 0.14735999703407288, 22: 1.0, 15: 0.27749, 21: 1.0, 24: 0.23324, 0: 1.0, 2: 1.0, 3: 1.0, 23: 1.0, 4: 1.0, 12: 1.0, 10: 1.0, 30: 1.0, 1: 1.0, 14: 1.0, 20: 1.0, 17: 1.0, 11: 0.973684, 13: 0.986842, 25: 0.145759},117000,tensor([-0.0342,  0.0004,  0.0216,  ..., -0.0218, -0.0173, -0.0081])
1114,2,tensor(20),{19: 0.973684, 6: 0.200254, 16: 0.14735999703407288, 22: 1.0, 15: 0.27749, 21: 1.0, 24: 0.23324, 0: 1.0, 2: 1.0, 3: 1.0, 23: 1.0, 4: 1.0, 12: 1.0, 10: 1.0, 30: 1.0, 1: 1.0, 14: 1.0, 20: 1.0, 17: 1.0, 11: 0.973684, 13: 0.986842, 25: 0.231612, 29: 0.102488},117000,tensor([-0.0342,  0.0004,  0.0216,  ..., -0.0218, -0.0173, -0.0081])
1134,2,tensor(20),{19: 0.973684, 6: 0.200254, 16: 0.14735999703407288, 22: 1.0, 15: 0.27749, 21: 1.0, 24: 0.23324, 0: 1.0, 2: 1.0, 3: 1.0, 23: 1.0, 4: 1.0, 12: 1.0, 10: 1.0, 30: 1.0, 1: 1.0, 14: 1.0, 20: 1.0, 17: 1.0, 11: 0.973684, 13: 0.986842, 25: 0.231612, 29: 0.947368},117000,tensor([-0.0342,  0.0004,  0.0216,  ..., -0.0218, -0.0173, -0.0081])
1154,2,tensor(20),{19: 0.973684, 6: 0.200254, 16: 0.14735999703407288, 22: 1.0, 15: 0.27749, 21: 1.0, 24: 0.23324, 0: 1.0, 2: 1.0, 3: 1.0, 23: 1.0, 4: 1.0, 12: 1.0, 10: 1.0, 30: 1.0, 1: 1.0, 14: 1.0, 20: 1.0, 17: 1.0, 11: 0.973684, 13: 0.986842, 25: 0.231612, 29: 1.0, 7: 0.012064},117000,tensor([-0.0342,  0.0004,  0.0216,  ..., -0.0218, -0.0173, -0.0081])
1174,2,tensor(20),{19: 0.973684, 6: 0.200254, 16: 0.14735999703407288, 22: 1.0, 15: 0.27749, 21: 1.0, 24: 0.23324, 0: 1.0, 2: 1.0, 3: 1.0, 23: 1.0, 4: 1.0, 12: 1.0, 10: 1.0, 30: 1.0, 1: 1.0, 14: 1.0, 20: 1.0, 17: 1.0, 11: 0.973684, 13: 0.986842, 25: 0.231612, 29: 1.0, 7: 0.154017},117000,tensor([-0.0342,  0.0004,  0.0216,  ..., -0.0218, -0.0173, -0.0081])
1194,7,tensor(17),{19: 0.973684, 6: 0.200254, 16: 0.14735999703407288, 22: 1.0, 15: 0.27749, 21: 1.0, 24: 0.23324, 0: 1.0, 2: 1.0, 3: 1.0, 23: 1.0, 4: 1.0, 12: 1.0, 10: 1.0, 30: 1.0, 1: 1.0, 14: 1.0, 20: 1.0, 17: 1.0, 11: 0.973684, 13: 0.986842, 25: 0.231612, 29: 1.0, 7: 0.189215},117000,tensor([-0.0146, -0.0622,  0.0735,  ...,  0.0401, -0.0670,  0.0190])
1215,7,tensor(17),{19: 0.973684, 6: 0.200254, 16: 0.14735999703407288, 22: 1.0, 15: 0.27749, 21: 1.0, 24: 0.23324, 0: 1.0, 2: 1.0, 3: 1.0, 23: 1.0, 4: 1.0, 12: 1.0, 10: 1.0, 30: 1.0, 1: 1.0, 14: 1.0, 20: 1.0, 17: 1.0, 11: 0.973684, 13: 0.986842, 25: 0.231612, 29: 1.0, 7: 0.130495, 18: 0.034656},117000,tensor([-0.0146, -0.0622,  0.0735,  ...,  0.0401, -0.0670,  0.0190])
1234,7,tensor(17),{19: 0.973684, 6: 0.200254, 16: 0.14735999703407288, 22: 1.0, 15: 0.27749, 21: 1.0, 24: 0.23324, 0: 1.0, 2: 1.0, 3: 1.0, 23: 1.0, 4: 1.0, 12: 1.0, 10: 1.0, 30: 1.0, 1: 1.0, 14: 1.0, 20: 1.0, 17: 1.0, 11: 0.973684, 13: 0.986842, 25: 0.231612, 29: 1.0, 7: 0.130495, 18: 0.986111},117000,tensor([-0.0146, -0.0622,  0.0735,  ...,  0.0401, -0.0670,  0.0190])
1254,7,tensor(17),{19: 0.973684, 6: 0.200254, 16: 0.14735999703407288, 22: 1.0, 15: 0.27749, 21: 1.0, 24: 0.23324, 0: 1.0, 2: 1.0, 3: 1.0, 23: 1.0, 4: 1.0, 12: 1.0, 10: 1.0, 30: 1.0, 1: 1.0, 14: 1.0, 20: 1.0, 17: 1.0, 11: 0.973684, 13: 0.986842, 25: 0.231612, 29: 1.0, 7: 0.130495, 18: 0.986842, 27: 0.0},117000,tensor([-0.0146, -0.0622,  0.0735,  ...,  0.0401, -0.0670,  0.0190])
1273,7,tensor(17),{19: 0.973684, 6: 0.200254, 16: 0.14735999703407288, 22: 1.0, 15: 0.27749, 21: 1.0, 24: 0.23324, 0: 1.0, 2: 1.0, 3: 1.0, 23: 1.0, 4: 1.0, 12: 1.0, 10: 1.0, 30: 1.0, 1: 1.0, 14: 1.0, 20: 1.0, 17: 1.0, 11: 0.973684, 13: 0.986842, 25: 0.231612, 29: 1.0, 7: 0.130495, 18: 0.986842, 27: 0.0},117000,tensor([-0.0146, -0.0622,  0.0735,  ...,  0.0401, -0.0670,  0.0190])
1292,2,tensor(11),{19: 0.973684, 6: 0.200254, 16: 0.14735999703407288, 22: 1.0, 15: 0.27749, 21: 1.0, 24: 0.23324, 0: 1.0, 2: 1.0, 3: 1.0, 23: 1.0, 4: 1.0, 12: 1.0, 10: 1.0, 30: 1.0, 1: 1.0, 14: 1.0, 20: 1.0, 17: 1.0, 11: 1.0, 13: 0.986842, 25: 0.231612, 29: 1.0, 7: 0.130495, 18: 0.986842, 27: 0.823308},117000,tensor([-0.0180, -0.0425,  0.0560,  ...,  0.0509, -0.0492,  0.0190])
1312,2,tensor(11),{19: 0.973684, 6: 0.200254, 16: 0.14735999703407288, 22: 1.0, 15: 0.27749, 21: 1.0, 24: 0.23324, 0: 1.0, 2: 1.0, 3: 1.0, 23: 1.0, 4: 1.0, 12: 1.0, 10: 1.0, 30: 1.0, 1: 1.0, 14: 1.0, 20: 1.0, 17: 1.0, 11: 1.0, 13: 0.986842, 25: 0.231612, 29: 1.0, 7: 0.130495, 18: 0.986842, 27: 0.936184, 28: 0.028186},117000,tensor([-0.0180, -0.0425,  0.0560,  ...,  0.0509, -0.0492,  0.0190])
1331,2,tensor(11),{19: 0.973684, 6: 0.200254, 16: 0.14735999703407288, 22: 1.0, 15: 0.27749, 21: 1.0, 24: 0.23324, 0: 1.0, 2: 1.0, 3: 1.0, 23: 1.0, 4: 1.0, 12: 1.0, 10: 1.0, 30: 1.0, 1: 1.0, 14: 1.0, 20: 1.0, 17: 1.0, 11: 1.0, 13: 0.986842, 25: 0.231612, 29: 1.0, 7: 0.130495, 18: 0.986842, 27: 0.936184, 28: 0.972222},117000,tensor([-0.0180, -0.0425,  0.0560,  ...,  0.0509, -0.0492,  0.0190])
1350,2,tensor(11),{19: 0.973684, 6: 0.200254, 16: 0.14735999703407288, 22: 1.0, 15: 0.27749, 21: 1.0, 24: 0.23324, 0: 1.0, 2: 1.0, 3: 1.0, 23: 1.0, 4: 1.0, 12: 1.0, 10: 1.0, 30: 1.0, 1: 1.0, 14: 1.0, 20: 1.0, 17: 1.0, 11: 1.0, 13: 0.986842, 25: 0.231612, 29: 1.0, 7: 0.130495, 18: 0.986842, 27: 0.936184, 28: 0.959795},117000,tensor([-0.0180, -0.0425,  0.0560,  ...,  0.0509, -0.0492,  0.0190])
1369,1,tensor(11),{19: 0.973684, 6: 0.200254, 16: 0.14735999703407288, 22: 1.0, 15: 0.27749, 21: 1.0, 24: 0.23324, 0: 1.0, 2: 1.0, 3: 1.0, 23: 1.0, 4: 1.0, 12: 1.0, 10: 1.0, 30: 1.0, 1: 1.0, 14: 1.0, 20: 1.0, 17: 1.0, 11: 1.0, 13: 0.986842, 25: 0.231612, 29: 1.0, 7: 0.130495, 18: 0.986842, 27: 0.936184, 28: 0.959795, 31: 0.229191},117000,tensor([-0.0180, -0.0425,  0.0560,  ...,  0.0509, -0.0492,  0.0190])
1388,1,tensor(13),{19: 0.973684, 6: 0.200254, 16: 0.14735999703407288, 22: 1.0, 15: 0.27749, 21: 1.0, 24: 0.23324, 0: 1.0, 2: 1.0, 3: 1.0, 23: 1.0, 4: 1.0, 12: 1.0, 10: 1.0, 30: 1.0, 1: 1.0, 14: 1.0, 20: 1.0, 17: 1.0, 11: 1.0, 13: 1.0, 25: 0.231612, 29: 1.0, 7: 0.130495, 18: 0.986842, 27: 0.936184, 28: 0.959795, 31: 0.986111},117000,tensor([ 0.0084, -0.0957,  0.0831,  ...,  0.0480, -0.0673,  0.0190])
1406,1,tensor(13),{19: 0.973684, 6: 0.200254, 16: 0.14735999703407288, 22: 1.0, 15: 0.27749, 21: 1.0, 24: 0.23324, 0: 1.0, 2: 1.0, 3: 1.0, 23: 1.0, 4: 1.0, 12: 1.0, 10: 1.0, 30: 1.0, 1: 1.0, 14: 1.0, 20: 1.0, 17: 1.0, 11: 1.0, 13: 1.0, 25: 0.231612, 29: 1.0, 7: 0.130495, 18: 0.986842, 27: 0.936184, 28: 0.959795, 31: 0.973684, 26: 0.005208},117000,tensor([ 0.0084, -0.0957,  0.0831,  ...,  0.0480, -0.0673,  0.0190])
